season,mnth,holiday,workingday,weathersit,temp,cnt,temp_category
2,4,0,1,2,0.5956520000000001,3348,True
2,4,0,1,2,0.5025,2034,True
2,4,0,1,2,0.4125,2162,False
2,4,0,1,1,0.4675,3267,False
2,4,1,0,1,0.446667,3126,False
2,4,0,0,3,0.43083299999999997,795,False
2,4,0,0,1,0.456667,3744,False
2,4,0,1,1,0.5125,3429,True
2,4,0,1,2,0.505833,3204,True
2,4,0,1,1,0.595,3944,True
2,4,0,1,1,0.459167,4189,False
2,4,0,1,2,0.336667,1683,False
2,4,0,0,2,0.46,4036,False
2,4,0,0,2,0.581667,4191,True
2,4,0,1,1,0.606667,4073,True
2,4,0,1,1,0.631667,4400,True
2,4,0,1,2,0.62,3872,True
2,4,0,1,2,0.6175,4058,True
2,4,0,1,1,0.51,4595,True
2,4,0,0,1,0.4725,5312,False
2,5,0,0,2,0.451667,3351,False
2,5,0,1,2,0.549167,4401,True
2,5,0,1,2,0.616667,4451,True
2,5,0,1,2,0.414167,2633,False
2,5,0,1,1,0.459167,4433,False
2,5,0,1,1,0.479167,4608,False
2,5,0,0,1,0.52,4714,True
2,5,0,0,1,0.5283329999999999,4333,True
2,5,0,1,1,0.5325,4362,True
2,5,0,1,1,0.5325,4803,True
2,5,0,1,1,0.5425,4182,True
2,5,0,1,1,0.535,4864,True
2,5,0,1,2,0.5125,4105,True
2,5,0,0,2,0.520833,3409,True
2,5,0,0,2,0.5625,4553,True
2,5,0,1,1,0.5775,3958,True
2,5,0,1,2,0.561667,4123,True
2,5,0,1,2,0.55,3855,True
2,5,0,1,2,0.530833,4575,True
2,5,0,1,1,0.536667,4917,True
2,5,0,0,1,0.6025,5805,True
2,5,0,0,1,0.604167,4660,True
2,5,0,1,2,0.631667,4274,True
2,5,0,1,2,0.66,4492,True
2,5,0,1,1,0.660833,4978,True
2,5,0,1,1,0.708333,4677,True
2,5,0,1,1,0.681667,4679,True
2,5,0,0,1,0.655833,4758,True
2,5,0,0,1,0.6675,4788,True
2,5,1,0,1,0.733333,4098,True
2,5,0,1,1,0.775,3982,True
2,6,0,1,2,0.764167,3974,True
2,6,0,1,1,0.715,4968,True
2,6,0,1,1,0.62,5312,True
2,6,0,0,1,0.635,5342,True
2,6,0,0,2,0.648333,4906,True
2,6,0,1,1,0.678333,4548,True
2,6,0,1,1,0.7075,4833,True
2,6,0,1,1,0.775833,4401,True
2,6,0,1,2,0.808333,3915,True
2,6,0,1,1,0.755,4586,True
2,6,0,0,1,0.725,4966,True
2,6,0,0,1,0.6925,4460,True
2,6,0,1,1,0.635,5020,True
2,6,0,1,1,0.604167,4891,True
2,6,0,1,1,0.626667,5180,True
2,6,0,1,2,0.628333,3767,True
2,6,0,1,1,0.649167,4844,True
2,6,0,0,1,0.696667,5119,True
2,6,0,0,2,0.699167,4744,True
2,6,0,1,2,0.635,4010,True
3,6,0,1,2,0.680833,4835,True
3,6,0,1,1,0.733333,4507,True
3,6,0,1,2,0.728333,4790,True
3,6,0,1,1,0.724167,4991,True
3,6,0,0,1,0.695,5202,True
3,6,0,0,1,0.68,5305,True
3,6,0,1,2,0.6825,4708,True
3,6,0,1,1,0.744167,4648,True
3,6,0,1,1,0.728333,5225,True
3,6,0,1,1,0.696667,5515,True
3,7,0,1,1,0.7225,5362,True
3,7,0,0,1,0.738333,5119,True
3,7,0,0,2,0.716667,4649,True
3,7,1,0,2,0.726667,6043,True
3,7,0,1,1,0.746667,4665,True
3,7,0,1,1,0.72,4629,True
3,7,0,1,1,0.75,4592,True
3,7,0,1,2,0.709167,4040,True
3,7,0,0,1,0.733333,5336,True
3,7,0,0,1,0.7475,4881,True
3,7,0,1,1,0.7625,4086,True
3,7,0,1,1,0.794167,4258,True
3,7,0,1,1,0.746667,4342,True
3,7,0,1,1,0.680833,5084,True
3,7,0,1,1,0.663333,5538,True
3,7,0,0,1,0.686667,5923,True
3,7,0,0,1,0.719167,5302,True
3,7,0,1,1,0.746667,4458,True
3,7,0,1,1,0.776667,4541,True
3,7,0,1,1,0.768333,4332,True
3,7,0,1,2,0.815,3784,True
3,7,0,1,1,0.848333,3387,True
3,7,0,0,1,0.849167,3285,True
3,7,0,0,1,0.83,3606,True
3,7,0,1,1,0.743333,3840,True
3,7,0,1,1,0.771667,4590,True
3,7,0,1,1,0.775,4656,True
3,7,0,1,1,0.779167,4390,True
3,7,0,1,1,0.838333,3846,True
3,7,0,0,1,0.804167,4475,True
3,7,0,0,1,0.805833,4302,True
3,8,0,1,1,0.771667,4266,True
3,8,0,1,1,0.783333,4845,True
3,8,0,1,2,0.731667,3574,True
3,8,0,1,2,0.71,4576,True
3,8,0,1,1,0.710833,4866,True
3,8,0,0,2,0.716667,4294,True
3,8,0,0,1,0.7425,3785,True
3,8,0,1,1,0.765,4326,True
3,8,0,1,1,0.775,4602,True
3,8,0,1,1,0.766667,4780,True
3,8,0,1,1,0.7175,4792,True
3,8,0,1,1,0.708333,4905,True
3,8,0,0,2,0.685833,4150,True
3,8,0,0,2,0.676667,3820,True
3,8,0,1,1,0.665833,4338,True
3,8,0,1,1,0.700833,4725,True
3,8,0,1,1,0.723333,4694,True
3,8,0,1,1,0.711667,3805,True
3,8,0,1,2,0.685,4153,True
3,8,0,0,1,0.6975,5191,True
3,8,0,0,1,0.710833,3873,True
3,8,0,1,1,0.691667,4758,True
3,8,0,1,1,0.640833,5895,True
3,8,0,1,1,0.673333,5130,True
3,8,0,1,2,0.684167,3542,True
3,8,0,1,1,0.7,4661,True
3,8,0,0,2,0.68,1115,True
3,8,0,0,1,0.707059,4334,True
3,8,0,1,1,0.636667,4634,True
3,8,0,1,1,0.639167,5204,True
3,8,0,1,1,0.656667,5058,True
3,9,0,1,1,0.655,5115,True
3,9,0,1,2,0.643333,4727,True
3,9,0,0,1,0.669167,4484,True
3,9,0,0,1,0.709167,4940,True
3,9,1,0,2,0.673333,3351,True
3,9,0,1,3,0.54,2710,True
3,9,0,1,3,0.599167,1996,True
3,9,0,1,3,0.6339130000000001,1842,True
3,9,0,1,2,0.65,3544,True
3,9,0,0,1,0.66,5345,True
3,9,0,0,1,0.6533329999999999,5046,True
3,9,0,1,1,0.6443479999999999,4713,True
3,9,0,1,1,0.650833,4763,True
3,9,0,1,1,0.673333,4785,True
3,9,0,1,2,0.5775,3659,True
3,9,0,1,2,0.469167,4760,False
3,9,0,0,2,0.491667,4511,False
3,9,0,0,1,0.5075,4274,True
3,9,0,1,2,0.549167,4539,True
3,9,0,1,2,0.561667,3641,True
3,9,0,1,2,0.595,4352,True
3,9,0,1,2,0.628333,4795,True
4,9,0,1,2,0.609167,2395,True
4,9,0,0,2,0.606667,5423,True
4,9,0,0,2,0.634167,5010,True
4,9,0,1,2,0.649167,4630,True
4,9,0,1,2,0.636667,4120,True
4,9,0,1,2,0.635,3907,True
4,9,0,1,1,0.616667,4839,True
4,9,0,1,1,0.564167,5202,True
4,10,0,0,2,0.41,2429,False
4,10,0,0,2,0.356667,2918,False
4,10,0,1,2,0.384167,3570,False
4,10,0,1,1,0.484167,4456,False
4,10,0,1,1,0.538333,4826,True
4,10,0,1,1,0.494167,4765,False
4,10,0,1,1,0.510833,4985,True
4,10,0,0,1,0.521667,5409,True
4,10,0,0,1,0.540833,5511,True
4,10,1,0,1,0.570833,5117,True
4,10,0,1,2,0.566667,4563,True
4,10,0,1,3,0.543333,2416,True
4,10,0,1,2,0.589167,2913,True
4,10,0,1,2,0.550833,3644,True
4,10,0,0,1,0.506667,5217,True
4,10,0,0,1,0.511667,5041,True
4,10,0,1,1,0.5341670000000001,4570,True
4,10,0,1,2,0.5325,4748,True
4,10,0,1,3,0.5417390000000001,2424,True
4,10,0,1,1,0.475833,4195,False
4,10,0,1,1,0.4275,4304,False
4,10,0,0,1,0.4225,4308,False
4,10,0,0,1,0.421667,4381,False
4,10,0,1,1,0.463333,4187,False
4,10,0,1,1,0.471667,4687,False
4,10,0,1,2,0.484167,3894,False
4,10,0,1,2,0.47,2659,False
4,10,0,1,2,0.330833,3747,False
4,10,0,0,3,0.25416700000000003,627,False
4,10,0,0,1,0.31916700000000003,3331,False
4,10,0,1,1,0.34,3669,False
4,11,0,1,1,0.400833,4068,False
4,11,0,1,1,0.3775,4186,False
4,11,0,1,1,0.408333,3974,False
4,11,0,1,2,0.403333,4046,False
4,11,0,0,1,0.326667,3926,False
4,11,0,0,1,0.348333,3649,False
4,11,0,1,1,0.395,4035,False
4,11,0,1,1,0.408333,4205,False
4,11,0,1,1,0.4,4109,False
4,11,0,1,2,0.38,2933,False
4,11,1,0,1,0.324167,3368,False
4,11,0,0,1,0.356667,4067,False
4,11,0,0,1,0.440833,3717,False
4,11,0,1,1,0.53,4486,True
4,11,0,1,2,0.53,4195,True
4,11,0,1,3,0.456667,1817,False
4,11,0,1,2,0.341667,3053,False
4,11,0,1,1,0.274167,3392,False
4,11,0,0,1,0.329167,3663,False
4,11,0,0,2,0.463333,3520,False
4,11,0,1,3,0.4475,2765,False
4,11,0,1,3,0.416667,1607,False
4,11,0,1,2,0.440833,2566,False
4,11,1,0,1,0.37333299999999997,1495,False
4,11,0,1,1,0.375,2792,False
4,11,0,0,1,0.375833,3068,False
4,11,0,0,1,0.459167,3071,False
4,11,0,1,1,0.503478,3867,True
4,11,0,1,2,0.458333,2914,False
4,11,0,1,1,0.325,3613,False
4,12,0,1,1,0.3125,3727,False
4,12,0,1,1,0.31416700000000003,3940,False
4,12,0,0,1,0.299167,3614,False
4,12,0,0,1,0.330833,3485,False
4,12,0,1,2,0.385833,3811,False
4,12,0,1,3,0.4625,2594,False
4,12,0,1,3,0.41,705,False
4,12,0,1,1,0.265833,3322,False
4,12,0,1,1,0.290833,3620,False
4,12,0,0,1,0.275,3190,False
4,12,0,0,1,0.220833,2743,False
4,12,0,1,1,0.238333,3310,False
4,12,0,1,1,0.2825,3523,False
4,12,0,1,2,0.3175,3740,False
4,12,0,1,2,0.4225,3709,False
4,12,0,1,2,0.375,3577,False
4,12,0,0,2,0.258333,2739,False
4,12,0,0,1,0.238333,2431,False
4,12,0,1,1,0.276667,3403,False
4,12,0,1,2,0.385833,3750,False
1,12,0,1,2,0.428333,2660,False
1,12,0,1,2,0.423333,3068,False
1,12,0,1,1,0.37333299999999997,2209,False
1,12,0,0,1,0.3025,1011,False
1,12,0,0,1,0.274783,754,False
1,12,1,0,1,0.321739,1317,False
1,12,0,1,2,0.325,1162,False
1,12,0,1,1,0.29913,2302,False
1,12,0,1,1,0.248333,2423,False
1,12,0,1,1,0.311667,2999,False
1,12,0,0,1,0.41,2485,False
1,1,0,0,1,0.37,2294,False
1,1,1,0,1,0.273043,1951,False
1,1,0,1,1,0.15,2236,False
1,1,0,1,2,0.1075,2368,False
1,1,0,1,1,0.265833,3272,False
1,1,0,1,1,0.334167,4098,False
1,1,0,0,1,0.393333,4521,False
1,1,0,0,1,0.3375,3425,False
1,1,0,1,2,0.224167,2376,False
1,1,0,1,1,0.308696,3598,False
1,1,0,1,2,0.274167,2177,False
1,1,0,1,2,0.3825,4097,False
1,1,0,1,1,0.274167,3214,False
1,1,0,0,1,0.18,2493,False
1,1,0,0,1,0.166667,2311,False
1,1,1,0,1,0.19,2298,False
1,1,0,1,2,0.37304299999999996,2935,False
1,1,0,1,1,0.303333,3376,False
1,1,0,1,1,0.19,3292,False
1,1,0,1,2,0.2175,3163,False
1,1,0,0,2,0.173333,1301,False
1,1,0,0,2,0.1625,1977,False
1,1,0,1,2,0.218333,2432,False
1,1,0,1,1,0.3425,4339,False
1,1,0,1,1,0.294167,4270,False
1,1,0,1,2,0.341667,4075,False
1,1,0,1,2,0.425,3456,False
1,1,0,0,1,0.315833,4023,False
1,1,0,0,1,0.2825,3243,False
1,1,0,1,1,0.269167,3624,False
1,1,0,1,1,0.39,4509,False
1,2,0,1,1,0.469167,4579,False
1,2,0,1,2,0.399167,3761,False
1,2,0,1,1,0.313333,4151,False
1,2,0,0,2,0.264167,2832,False
1,2,0,0,2,0.265833,2947,False
1,2,0,1,1,0.282609,3784,False
1,2,0,1,1,0.354167,4375,False
1,2,0,1,2,0.25666700000000003,2802,False
1,2,0,1,1,0.265,3830,False
1,2,0,1,2,0.280833,3831,False
1,2,0,0,3,0.224167,2169,False
1,2,0,0,1,0.1275,1529,False
1,2,0,1,1,0.2225,3422,False
1,2,0,1,2,0.31916700000000003,3922,False
1,2,0,1,1,0.348333,4169,False
1,2,0,1,2,0.31666700000000003,3005,False
1,2,0,1,1,0.343333,4154,False
1,2,0,0,1,0.346667,4318,False
1,2,0,0,2,0.28,2689,False
1,2,1,0,1,0.28,3129,False
1,2,0,1,1,0.287826,3777,False
1,2,0,1,1,0.395833,4773,False
1,2,0,1,1,0.454167,5062,False
1,2,0,1,2,0.4075,3487,False
1,2,0,0,1,0.290833,2732,False
1,2,0,0,1,0.279167,3389,False
1,2,0,1,1,0.366667,4322,False
1,2,0,1,1,0.359167,4363,False
1,2,0,1,2,0.344348,1834,False
1,3,0,1,1,0.485833,4990,False
1,3,0,1,2,0.353333,3194,False
1,3,0,0,2,0.414167,4066,False
1,3,0,0,1,0.325833,3423,False
1,3,0,1,1,0.243333,3333,False
1,3,0,1,1,0.258333,3956,False
1,3,0,1,1,0.404167,4916,False
1,3,0,1,1,0.5275,5382,True
1,3,0,1,2,0.410833,4569,False
1,3,0,0,1,0.2875,4118,False
1,3,0,0,1,0.361739,4911,False
1,3,0,1,1,0.466667,5298,False
1,3,0,1,1,0.565,5847,True
1,3,0,1,1,0.5725,6312,True
1,3,0,1,1,0.5575,6192,True
1,3,0,1,2,0.43583299999999997,4378,False
1,3,0,0,2,0.514167,7836,True
1,3,0,0,2,0.4725,5892,False
1,3,0,1,1,0.545,6153,True
1,3,0,1,1,0.560833,6093,True
2,3,0,1,2,0.531667,6230,True
2,3,0,1,1,0.554167,6871,True
2,3,0,1,2,0.601667,8362,True
2,3,0,0,2,0.5025,3372,True
2,3,0,0,2,0.4375,4996,False
2,3,0,1,1,0.445833,5558,False
2,3,0,1,1,0.323333,5102,False
2,3,0,1,1,0.484167,5698,False
2,3,0,1,1,0.494167,6133,False
2,3,0,1,2,0.37,5459,False
2,3,0,0,2,0.424167,6235,False
2,4,0,0,2,0.425833,6041,False
2,4,0,1,1,0.433913,5936,False
2,4,0,1,1,0.466667,6772,False
2,4,0,1,1,0.541667,6436,True
2,4,0,1,1,0.435,6457,False
2,4,0,1,1,0.403333,6460,False
2,4,0,0,1,0.4375,6857,False
2,4,0,0,1,0.5,5169,True
2,4,0,1,1,0.489167,5585,False
2,4,0,1,1,0.446667,5918,False
2,4,0,1,1,0.348696,4862,False
2,4,0,1,1,0.3975,5409,False
2,4,0,1,1,0.4425,6398,False
2,4,0,0,1,0.495,7460,False
2,4,0,0,1,0.606667,7132,True
2,4,1,0,1,0.664167,6370,True
2,4,0,1,1,0.608333,6691,True
2,4,0,1,2,0.463333,4367,False
2,4,0,1,1,0.49833299999999997,6565,True
2,4,0,1,1,0.526667,7290,True
2,4,0,0,1,0.57,6624,True
2,4,0,0,3,0.396667,1027,False
2,4,0,1,2,0.321667,3214,False
2,4,0,1,1,0.413333,5633,False
2,4,0,1,1,0.476667,6196,False
2,4,0,1,2,0.49833299999999997,5026,True
2,4,0,1,1,0.4575,6233,False
2,4,0,0,2,0.37666700000000003,4220,False
2,4,0,0,1,0.458333,6304,False
2,4,0,1,2,0.464167,5572,False
2,5,0,1,2,0.613333,5740,True
2,5,0,1,1,0.564167,6169,True
2,5,0,1,2,0.56,6421,True
2,5,0,1,1,0.6275,6296,True
2,5,0,0,2,0.621667,6883,True
2,5,0,0,2,0.5625,6359,True
2,5,0,1,2,0.5375,6273,True
2,5,0,1,2,0.581667,5728,True
2,5,0,1,2,0.575,4717,True
2,5,0,1,1,0.505833,6572,True
2,5,0,1,1,0.533333,7030,True
2,5,0,0,1,0.564167,7429,True
2,5,0,0,1,0.6125,6118,True
2,5,0,1,2,0.573333,2843,True
2,5,0,1,2,0.611667,5115,True
2,5,0,1,1,0.636667,7424,True
2,5,0,1,1,0.593333,7384,True
2,5,0,1,1,0.564167,7639,True
2,5,0,0,1,0.6,8294,True
2,5,0,0,1,0.620833,7129,True
2,5,0,1,2,0.598333,4359,True
2,5,0,1,2,0.615,6073,True
2,5,0,1,2,0.621667,5260,True
2,5,0,1,1,0.655,6770,True
2,5,0,1,1,0.68,6734,True
2,5,0,0,1,0.6925,6536,True
2,5,0,0,1,0.69,6591,True
2,5,1,0,1,0.7125,6043,True
2,5,0,1,1,0.7225,5743,True
2,5,0,1,2,0.656667,6855,True
2,5,0,1,1,0.68,7338,True
2,6,0,1,2,0.654167,4127,True
2,6,0,0,1,0.583333,8120,True
2,6,0,0,1,0.6025,7641,True
2,6,0,1,1,0.5975,6998,True
2,6,0,1,2,0.540833,7001,True
2,6,0,1,1,0.554167,7055,True
2,6,0,1,1,0.6025,7494,True
2,6,0,1,1,0.649167,7736,True
2,6,0,0,1,0.710833,7498,True
2,6,0,0,1,0.726667,6598,True
2,6,0,1,2,0.720833,6664,True
2,6,0,1,2,0.6533329999999999,4972,True
2,6,0,1,1,0.655833,7421,True
2,6,0,1,1,0.648333,7363,True
2,6,0,1,1,0.639167,7665,True
2,6,0,0,1,0.631667,7702,True
2,6,0,0,1,0.5925,6978,True
2,6,0,1,2,0.568333,5099,True
2,6,0,1,1,0.688333,6825,True
2,6,0,1,1,0.7825,6211,True
3,6,0,1,1,0.805833,5905,True
3,6,0,1,1,0.7775,5823,True
3,6,0,0,1,0.731667,7458,True
3,6,0,0,1,0.743333,6891,True
3,6,0,1,1,0.7158329999999999,6779,True
3,6,0,1,1,0.630833,7442,True
3,6,0,1,1,0.6975,7335,True
3,6,0,1,1,0.749167,6879,True
3,6,0,1,1,0.834167,5463,True
3,6,0,0,1,0.765,5687,True
3,7,0,0,1,0.815833,5531,True
3,7,0,1,1,0.781667,6227,True
3,7,0,1,1,0.780833,6660,True
3,7,1,0,1,0.789167,7403,True
3,7,0,1,1,0.8275,6241,True
3,7,0,1,1,0.828333,6207,True
3,7,0,0,1,0.861667,4840,True
3,7,0,0,1,0.8225,4672,True
3,7,0,1,2,0.710833,6569,True
3,7,0,1,2,0.720833,6290,True
3,7,0,1,1,0.716667,7264,True
3,7,0,1,1,0.7158329999999999,7446,True
3,7,0,1,2,0.731667,7499,True
3,7,0,0,2,0.703333,6969,True
3,7,0,0,1,0.745833,6031,True
3,7,0,1,1,0.763333,6830,True
3,7,0,1,1,0.818333,6786,True
3,7,0,1,1,0.793333,5713,True
3,7,0,1,1,0.77,6591,True
3,7,0,1,2,0.665833,5870,True
3,7,0,0,3,0.595833,4459,True
3,7,0,0,2,0.6675,7410,True
3,7,0,1,1,0.741667,6966,True
3,7,0,1,1,0.750833,7592,True
3,7,0,1,1,0.724167,8173,True
3,7,0,1,1,0.776667,6861,True
3,7,0,1,1,0.781667,6904,True
3,7,0,0,1,0.755833,6685,True
3,7,0,0,1,0.7216670000000001,6597,True
3,7,0,1,1,0.730833,7105,True
3,7,0,1,1,0.713333,7216,True
3,8,0,1,1,0.7175,7580,True
3,8,0,1,1,0.7525,7261,True
3,8,0,1,2,0.765833,7175,True
3,8,0,0,1,0.793333,6824,True
3,8,0,0,1,0.769167,5464,True
3,8,0,1,2,0.7525,7013,True
3,8,0,1,2,0.735833,7273,True
3,8,0,1,2,0.75,7534,True
3,8,0,1,1,0.755833,7286,True
3,8,0,1,2,0.7158329999999999,5786,True
3,8,0,0,2,0.6925,6299,True
3,8,0,0,1,0.700833,6544,True
3,8,0,1,1,0.720833,6883,True
3,8,0,1,1,0.726667,6784,True
3,8,0,1,1,0.706667,7347,True
3,8,0,1,1,0.719167,7605,True
3,8,0,1,1,0.723333,7148,True
3,8,0,0,1,0.678333,7865,True
3,8,0,0,2,0.635833,4549,True
3,8,0,1,2,0.635833,6530,True
3,8,0,1,1,0.649167,7006,True
3,8,0,1,1,0.6675,7375,True
3,8,0,1,1,0.695833,7765,True
3,8,0,1,2,0.7025,7582,True
3,8,0,0,2,0.661667,6053,True
3,8,0,0,2,0.6533329999999999,5255,True
3,8,0,1,1,0.703333,6917,True
3,8,0,1,1,0.728333,7040,True
3,8,0,1,1,0.685,7697,True
3,8,0,1,1,0.706667,7713,True
3,8,0,1,1,0.764167,7350,True
3,9,0,0,2,0.753333,6140,True
3,9,0,0,2,0.696667,5810,True
3,9,1,0,1,0.7075,6034,True
3,9,0,1,1,0.725833,6864,True
3,9,0,1,1,0.736667,7112,True
3,9,0,1,2,0.696667,6203,True
3,9,0,1,1,0.703333,7504,True
3,9,0,0,2,0.6591670000000001,5976,True
3,9,0,0,1,0.61,8227,True
3,9,0,1,1,0.583333,7525,True
3,9,0,1,1,0.5775,7767,True
3,9,0,1,1,0.599167,7870,True
3,9,0,1,1,0.6125,7804,True
3,9,0,1,1,0.633333,8009,True
3,9,0,0,1,0.608333,8714,True
3,9,0,0,1,0.58,7333,True
3,9,0,1,2,0.580833,6869,True
3,9,0,1,2,0.623333,4073,True
3,9,0,1,1,0.5525,7591,True
3,9,0,1,1,0.546667,7720,True
3,9,0,1,1,0.599167,8167,True
3,9,0,0,1,0.65,8395,True
4,9,0,0,1,0.529167,7907,True
4,9,0,1,1,0.514167,7436,True
4,9,0,1,1,0.55,7538,True
4,9,0,1,1,0.635,7733,True
4,9,0,1,2,0.65,7393,True
4,9,0,1,2,0.619167,7415,True
4,9,0,0,1,0.5425,8555,True
4,9,0,0,1,0.526667,6889,True
4,10,0,1,2,0.520833,6778,True
4,10,0,1,3,0.5908329999999999,4639,True
4,10,0,1,2,0.6575,7572,True
4,10,0,1,2,0.6575,7328,True
4,10,0,1,1,0.615,8156,True
4,10,0,0,1,0.554167,7965,True
4,10,0,0,2,0.415833,3510,False
4,10,1,0,2,0.383333,5478,False
4,10,0,1,2,0.446667,6392,False
4,10,0,1,1,0.514167,7691,True
4,10,0,1,1,0.435,7570,False
4,10,0,1,1,0.4375,7282,False
4,10,0,0,1,0.393333,7109,False
4,10,0,0,1,0.521667,6639,True
4,10,0,1,2,0.561667,5875,True
4,10,0,1,1,0.468333,7534,False
4,10,0,1,1,0.455833,7461,False
4,10,0,1,2,0.5225,7509,True
4,10,0,1,2,0.563333,5424,True
4,10,0,0,1,0.484167,8090,False
4,10,0,0,1,0.464167,6824,False
4,10,0,1,1,0.4875,7058,False
4,10,0,1,1,0.544167,7466,True
4,10,0,1,1,0.5875,7693,True
4,10,0,1,2,0.55,7359,True
4,10,0,1,2,0.545833,7444,True
4,10,0,0,2,0.53,7852,True
4,10,0,0,2,0.4775,4459,False
4,10,0,1,3,0.44,22,False
4,10,0,1,2,0.318182,1096,False
4,10,0,1,2,0.3575,5566,False
4,11,0,1,2,0.365833,5986,False
4,11,0,1,1,0.355,5847,False
4,11,0,0,2,0.343333,5138,False
4,11,0,0,1,0.325833,5107,False
4,11,0,1,1,0.31916700000000003,5259,False
4,11,0,1,1,0.280833,5686,False
4,11,0,1,2,0.295833,5035,False
4,11,0,1,1,0.352174,5315,False
4,11,0,1,1,0.361667,5992,False
4,11,0,0,1,0.389167,6536,False
4,11,0,0,1,0.420833,6852,False
4,11,1,0,1,0.485,6269,False
4,11,0,1,2,0.343333,4094,False
4,11,0,1,1,0.289167,5495,False
4,11,0,1,2,0.321667,5445,False
4,11,0,1,1,0.345,5698,False
4,11,0,0,1,0.325,5629,False
4,11,0,0,1,0.3425,4669,False
4,11,0,1,2,0.380833,5499,False
4,11,0,1,2,0.374167,5634,False
4,11,0,1,1,0.353333,5146,False
4,11,1,0,1,0.34,2425,False
4,11,0,1,1,0.36833299999999997,3910,False
